,comment,sentiment,comment_len
1875,این همه شرکت بالا خره بعد از ۶ سال تونستن درصد فروش android رو بیشتر از ios کنن و این در حالی است که اگه بخوایم درصد فروش تک تک کامپانی ها رو حساب کنیم در برابر شرکت Apple هیچن,0,40
1876,همونطور که می دونین اپل پردازنده ۲ هسته ای داره که با وجود ios باعث قدرت بسیار زیاد اون در اجرای هر برنامه و با هر شرایطی می شه ولی ایسوس TF۷۰۰T دارای یه پردازنده تک هسته ای معمولی به علاوه یه پردازنده بسیار قدرتمند ۴ هسته ایه,1,50
1877,این اسپیکرها به راحتی می توانند صدایی با کیفیت تر و بلندتر از متوسط نوت بوک ها ی همرده تولید کنند,2,21
1878,قطعا کسایی که وضع خوبی داشتن از گوشی های Apple استفاده می کردن iPhone ۳g ۳gs ۴ ۴s ولی کمتر بودن,0,21
1879,به نظرم نمیشه این دوربین نیمه حرفه ای را با Canon IXUS ۱۰۰۰ HS مقایسه کرد زوم ۲۴ برابر و کیفیت ۱۴ مگا پیکسل کجا و Canon IXUS ۱۰۰۰ HS کجا بهتره با توجه به دسته بندی دوربین ها مقایسه انجام بشه,0,42
1880,پس مطمئننا می شه ۳G رو هم به همین روش و به راحتی روش داشت,1,15
1881,اصلانم نگران آویزون شدن جیبتون نباشید چون سبکه,1,8
1882,بی صبرانه منتظر گوشی نکسوس ال جی هستم چون نسبت به قیمتش بهترینه,0,13
1883,دکمه مکالمه یا Home تنها برآمدگی قسمت شیشه ای و صیقلی جلوی گوشی است,0,14
1884,اما رزولوشن این صفحه نمایش نسبت تصویر ۴ ۳ را ارائه می نماید,0,13
1885,من منتظرم بیاد یکی میخوام,0,5
1886,سلام به همه,0,3
1887,از کنترل چرخنده ی جلوی دوربین هم دیگر خبری نیست,0,10
1888,این وسیله توسط درگاه HDMI به تلویزیون شما متصل شده و به شما این امکان را می دهد که هر آنچه که بر روی گوشی خود می بینید به صورت بی سیم بر روی تلویزیون نیز مشاهده کنید,0,38
1889,اما در کل کنسول Microsoft Xbox ۳۶۰ Slim ۲۵۰GB Console with Kinect بخاطر چند ویژگی دیگرش بازی با آن لذت بخش خواهد بود,1,23
1890,فوق العاده سریعه,2,3
1891,حرف آخر اینکه اگه اهل بازی و اینترنت با گوشی هستید اس ۲ یا وان اس البته دوربین ۸ وان اس رو هم من از ۱۰بهش ۶ میدم ولی بقیه ی امکاناتش در حد عالین,1,36
1892,این مرورگر از Adobe Flash هم پشتیبانی می کند و محتوای آن از قبیل ویدیو و گرافیک نیز کاملا عالی اجرا می شود,2,23
1893,تقریبا ۲ سال هست که از این اسکنر استفاده میکنم و کاملا از آن راضیم,2,15
1894,البته این میزان بسیار ناچیز است و GALAXY Tab ۲ ۱۰٫۱ همچنان به عنوان یک تبلت بسیار باریک و زیبا شناخته شده است و در دست نگه داشتن آن بسیار راحت و لذت بخش است,2,34
1895,این دوربین از یک لنز با زوم و فوکوس ثابت بهره می برد که نسبت گشودگی دیافراگم آن ۲٫۸ است,0,20
1896,این گوشی رو چند روز هست که خریدم,0,8
1897,چند نکته بسیار مهم وجود دارد که در رابطه با Retina MacBook Pro باید بدانید اول اینکه پردازنده و حافظه RAM کاملا به برد دستگاه لحیم شده اند و امکان ارتقای آن ها وجود ندارد,-1,34
1898,از همه نظر عالیه,2,4
1899,این گوشی بسیار عالی هست و من هیچ مشکل بزرگی در اون به چشم ندیدم شاید باید گفت که تنها مشکلاتش داغ شدن هست که میشه با یه قاب ژله ای از شدت گرمایش کاست و مشکل دیگرش نداشتن لرزش گیر در دوربینش هست,1,44
1900,نکته جالب در مورد این گوشی اینه که سوراخی برای ورودی صدای شما در حین مکالمه میکروفن قابل مشاهده نیست بلکه میکروفن گوشی در بین صفحه کلید آن پنهان و مخفی است,1,32
1901,تا چه حد موفق بوده اید,0,5
1902,در کل میشه گفت لپ تاپی خوب و با طراحی بی نظیر,2,12
1903,پرینتری چند کاره از رده ی Entry Level یا سطح مبتدی,0,11
1904,مدیریت بر دو سیم کارت در نسخه دو سیم کارته این گوشی نیز به خوبی صورت می پذیرد که امکانات بسیار خوبی را به کاربر می دهد,2,27
1905,در کل باید بگوییم که طراحی این تبلت از طراحی تبلت ها تا به امروز که یا از پلاستیک و یا از آلومینیوم بودند متفاوت می باشد و یک نوآوری توسط مایکروسافت محسوب می گردد که بسیار دوست داشتنی است,2,40
1906,جدید هم هست,1,3
1907,نرم افزار یکی از نقاط قوت این گوشی دو سیم کارته بهره گیری آن از نسخه ۴ یا Ice Cream Sandwich سیستم عامل اندروید است,1,25
1908,من خودم شخصا به همه دوستام دیجی کالا رو پیشنهاد میکنم چون کارش حرف نداره,2,15
1909,برنامه های زیادی به صورت پیش فرض بر روی استایلیستیک قرار گرفته اند,0,12
1910,در تبلیغات این تبلت از مقاومت بالای صفحه در برابر خش صحبت شده بود که از نظر من واقعیت ندارد,-1,19
1911,البته عدم وجود فتوشاپ بر روی این تبلت یک ایراد برای آن محسوب می گردد اما برنامه های دیگر آن را تا حدودی جبران می نمایند,0,26
1912,وزنش ۲۲۰g رابط اتصالش USB ۳٫۰ که سرعتش عالیه,2,10
1913,برنامه دیگری که به iOS ۶ اضافه شده برنامه Passbook نام دارد که یک برنامه Organizer بسیار قوی با امکانات بسیار خوب است که تمامی فعالیت های شما را می تواند ذخیره برنامه ریزی و یاد آوری نماید,2,38
1914,A۳۴۰۰ همانند بقیه ی دوربین های این سری مجهز به سنسور تصویر ۱۶٫۱ مگاپیکسلی CCD است,0,18
1915,نظر من اینه که در بین گوشی های هم قیمت خودش نمونه است,1,13
1916,باطریش راضی کننده نیست,-1,4
1917,در مود Program اختیار بیشتری برای انجام تنظیمات نور دهی خواهید داشت,1,11
1918,به نظر میرسه باتری نسبتا خوبی داشته باشه,1,8
1919,از اون انقلاب هایی که بوی استیو جابز بزرگ رو میده ۶٫۱ میلی متر ضخامت و ۸۸ گرم وزن ۲,0,20
1920,بدنه این تبلت به طور کامل از پلاستیک با کیفیت ساخته شده است,1,11
1921,اما از اون ۴۹ درصد گوشی android ی شاید ۱۰ درصدشون توانایی اجرای بازی های سنگین رو داشته باشن,0,19
1922,دوربین واقعا خوبیه زمان سفارش این دوربین به خاطر نظر بعضی ازدوستان نسبت به عکسبرداری در حالت اتومات تردید داشتم,2,20
1923,به خصوص به بکارگیری تکنولوژی دو هسته ای سرعت در عملکردهای چند وظیفه ای را به شدت ارتقا بخشیده,1,19
1924,از لحاظ ظاهری هم بسیار شیک میباشد و همچنین با نصب یک برنامه که سایت HP وجود داره کیفیت صدای فوق العاده ای پیدا میکنه,2,25
1925,این پردازنده به صورت سه هسته ای و بر اساس ساختار پردازنده ی پاور پی سی Power PC طراحی شده است,0,20
1926,این گوشی سخت افزارش با XPERIA Arc یکی هست با این تفاوت که نمایشگر arc کمی بزرگتره و این خصوصیت هم همیشه نمیتونه خوب باشه,-1,25
1927,همین طور لنز این دوربین در برابر خراشیدگی بسیار آسیب پذیره و خیلی جالبه که حتی یه کلید اختصاصی واسه دوربین نداره,0,22
1928,من اندروید ۴٫۱٫۳ رو نصب کردم تمام امکانات s۳ هم اضافه شد,0,12
1929,من این گوشی رو دو هفته هست که دارم گوشی خیلی خوبی هست فقط چند تا عیب کوچیک داره ۱ کلید های لمسی پایین صفحه نیاز به فشار بیشتری دارند ۲ دوربینش توی نور روز خیلی عالی هست ولی وقتی نور کم باشه کیفیتش خیلی میاد پایین ۳ باتریش در استفاده معمول که شامل اینترنت و بازی میشه بیشتر از ۲۴ ساعت دوام نداره ولی در کل نسبت به قیمتش خیلی خوبه,1,72
1930,من هم سه ماهی هست خریدم راضی هستم,1,8
1931,سید علی مومنی,0,3
1932,لنز واید از کجا میشه تهیه کرد و قیمتش حدودا چقده,0,11
1933,کمپانی asus با تولید سری های prime nexus و infinity نقش زیادی در تولید تبلت های چهار هسته ای داشته است,1,20
1934,این دوربین فیلم برداری با باتری لیتیوم یونی قابل تعویض همراه شده است,1,12
1935,هر چند این گوشیش بد نیست,0,6
1936,حرف نداره ولی به نظر من PS۳ کیفیت تصویرش یه کم بهتره,1,12
1937,۲۶۴ را نیز دارد که عالیست,2,6
1938,بسته بندی خیلی خوبی کرده بودن و طوری بود که توی حمل و نقل آسیب نمیدید,2,16
1939,سامسونگ یعنی آینده در حال,0,5
1940,عکس ها و فیلم ها نیز بر روی کارت های حافظه ی Micro SD Micro SDHC ذخیره می شوند,0,19
1941,سلام به نظره من اپل با ساخت این گوشی پیشرفت چندانی نکرده که بگیم ارزشش رو داره بگیریم البته بیشتر کسایی که میرن سراغ اپل بخاطر ظاهر خاص و تکش هست ولی با این حال iphone ۵ گوشی خوب و کارامدی هست,1,42
1942,اما این بار فوجی فیلم شاهکاری دیگر را خلق کرده است که قطعا در CES ۲۰۱۱ یکی از بهترین ها بود,2,20
1943,حالا میخوام چندتا از بهترین مزیتاشو واستون بگم ۱ از سرعت بسیار عالی برخوردار به دلیل استفاده از usb۳ ۲ موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره ۳ به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه ۴ درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از۷تا۸ بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل و خوب میگردید بدون شک همین رو انتخاب کنید,2,94
1944,یعنی مغز متفکر این گوشی چیپ Snapdragon S۴ است که پردازنده دو هسته ای ۱ گیگاهرتزی Krait و پردازشگر گرافیکی Adreno ۳۰۵ را پشتیبانی می کند,0,26
1945,مایکروسافت تبلیغات زیادی برای این سیستم عامل انجام داده بود و کاربران انتظار زیادی از نسخه ی جدید سیستم عامل موبایل کمپانی مایکروسافت داشتند,0,23
1946,البته عرض گوشی به گونه ایست که شاید بسیاری افراد نتوانند با یک دست با آن کار کنند,0,18
1947,آپدیت سی و یک شهریور پردازنده ی آیفون ۵ از نوع دوهسته ای ARMv۷ ۱٫۲ GHz به همراه یک گیگابایت رم هستش که طبق بنچ مارک های اولیه سریع تر از تمامی گوشی های هوشمند فعلی می باشد,0,38
1948,در نگاه اول شباهت های زیادی بین طراحی این گوشی و سری های قبلی Xperia خواهید یافت,0,16
1949,کیفیت بسته بندی و زمان ارسال عالی بود امکانات و انتظارات اولیه هنوز کار زیادی نکردم باهاش با اطلاعات ارائه شده مطابقت داشت در مجموع همه چیز خوب بود,2,29
1950,طراحی و ساخت کمپانی گوگل تخصص خاصی در زمینه طراحی و تولید سخت افزاری ندارد به همین جهت برای تولید گوشی های خود نیز از کمپانی های دیگر مانند سامسونگ و HTC کمک گرفت و با شرکت های معتبر و متخصص همکاری نمود,0,43
1951,من این گوشی رو امروز خریدم,0,6
1952,پرینترهای چند کاره در دو مدل جوهرافشان و لیزری تولید و به بازار عرضه گشته اند,0,15
1953,پورت HDMI,0,2
1954,نکته جالب این دستگاه این است که به جز سطوح صاف از خیلی چیزها می توان اسکن تهیه کرد به طوری که ما در آزمایش های خود از صورت و دست خود نیز اسکن تهیه کردیم ولی توصیه می کنیم شما این کار را تجربه نکنید,-1,46
1955,اما اگر وزن سنگین داک برای شما یک عیب محسوب نمی گردد می توان گفت که این Station برای شما کارایی های بسیاری خواهد داشت,1,24
1956,به صورتی که توانایی کپی کردن اسکن فکس پرینت عکس پرینت دورو قابلیت اتصال از طریق Bluetooth و WiFi را نیز باید داشته باشد,0,23
1957,مزیت ۱ خیالتون راحته از داشتن یه گوشی ژاپنی که کیفیت ساخت بسیار بالایی داره و احساس داشتن یه دوربین با کیفیت رو بهتون القا میکنه در حال حاqر اکثر دوربین های برندهای مختلف موجود در بازار مونتاژ چین هستند ۲ صفحه نمایش بزرگ و لمسی که خیلی لذت بخشه وقتی میخوای عکسها و فیلم های گرفته شده رو ببینی۳ این دوربین بسیار جمع و جور و باریک و شیک می باشد,2,72
1958,برنامه play memories home online بسیار پر کاربرده که به شما اجازه میده هرجایی که هستین از طریق گوشی های آندروید یا آپل خودتون عکس ها و فیلم برداری هایی که با دوربین انجام دادینو به راحتی آپلود کنید و ببینید,1,41
1959,قیمت,0,1
1960,برخی دوستان از کم بودن باتری نگرانند که الان دیگه باتری زیاد مهم نیست چون بالاخره زندگی امروز طوریکه هر جا بری میتونی گوشی رو شارژکنی,0,26
1961,فقط دوست درین بشینین صبح تا شب به صفحه نمایشش نگاه کنین,0,12
1962,برای مثال شما می توانید ابعاد کاشی های متحرک Live Tiles را تغییر داده و چیدمان آن ها را بنا به سلیقه ی خود تغییر دهید,0,26
1963,دوربینش واقعا عالیه,2,3
1964,من ۵ روزه دوربین به دستم رسیده واقعا راضیم,2,9
1965,به طوری که فقط دو دکمه بر روی بدنه ی آن دیده می شود که یکی از آن ها دکمه ی شاتر و دیگری دکمه ی رفتن به آپشن های مختلف است,0,32
1966,من رنگ آبیشو گرفتم اگه بتونم یه زردشم بگیرم خیلی جالب میشه,1,12
1967,به نظر من یکی از برترین و زیباترین گوشی هاییه که تا به حال منتشر شده,2,16
1968,همه چی خوب,1,3
1969,تا ایزو ۴۰۰ نویز در عکس ها مشکل ساز نیست,1,10
1970,ممنون که تا آخرش خوندین,0,5
1971,در حقیقت بسته بندی این گوشی هم خیلی صرفه جویانه بوده است,-1,11
1972,گوشیه بدی نیست,0,3
1973,با سلام گوشی خوبیه ولی منو نا امید کرد به نظر من آیفون ۴اس رو کمی پیشرفته کردن شده آیفون۵ اون چیزی که انتظار داشتم نیست پس درود بر سامسونگ و گوشی فوق العاده آن یعنی نوت۲,-1,37
1974,DV۳۰۰F مجهز به سنسور تصویر ۱۶ مگا پیکسلی CCD می باشد,0,13
1975,کیفیتش هم اصلا پایین نیست که بیشتر سایت ها نوشتن کیفیت مورد قبولی نداره که در اشتباهند,2,17
1976,تو تمام نقدا و بنچمارکا از گوشیای دیگه که سخت افزارشون مثل این گوشیه سر تر بوده,1,17
1977,و از لحاظ گرافیک iPhone طی این ۷ سال امتحان خودشو پس داده و ثابت کرده که گرافیکش از هر گوشی android ی بیشتر است,0,25
1978,همچنین دقت عکس های گرفته شده ۲۴۴۸ ۳۲۶۴ پیکسل می باشند,0,11
1979,به علاوه این تبلت به طور پیش فرض از سیستم عامل اندروید ۴٫۰ استفاده می کند که بسیار روان تر و بهینه تر از نسخه های پیشین است,2,28
1980,من حدود یک هفته است این دوربین رو از دیجی کالا خریدم و ضمن رضایت کامل از سایت دیجی کالا و نحوه ی دریافت کالا راجب این دوربین بگم که اول از همه سبکی و کوچکی دوربین یکم تو ذوقم زد چون حدود سه سال پیش یه دوربین canon sx۲۰۰ IS برای خانواده ام خریده بودم و یه جورایی با اون مقایسه اش کردم,-1,64
1981,اما حافظه داخلی این گوشی ۱۶ گیگابایت است که با پشتیبانی گوشی از کارت حافظه microSD تا ۳۲ گیگابایت دیگر نیز می توان به آن افزود,0,26
1982,GPU گرافیک قدرتمند ۱۲ هسته ULP GeForce۱۰,1,8
1983,تاکنون نقدی برای این محصول درج نشده است,0,7
1984,کاش یکم کوچیکتر بود مثلا ۴٫۳ اینچ یا ۴ خواستن شبیه اس۳ باشه ولی به صرفه نیست,-1,17
1985,اگه تراکم صفحه تبلتش هم بالا بود تو خریدش شک نمیکردم ولی حالا اگه گوشیش به صورت جدا فروخته بشه میخرم واقعا سخت افزارش غوله,0,25
1986,اما بعد از اینکه مدتی با آن کار می کنید می بینید که آن طور هم که قبلا به نظر می آمد نیست و حس خوبی با آن خواهید داشت,1,29
1987,این دقیقا کاریست که توسط developer ها انجام می گیرد آن ها دنیای شیرینی دارند و در قاموس آن ها چیزی به نام نمی شود وجود ندارد اگر و فقط اگر متن بازی در این میان موجود باشد,0,38
1988,بالاخره تموم شد,0,3
1989,به نظر من نیازی به معرفیه این گوشی نبود با وجود note و note۲ اما واسه در دست گرفتن بهتر بازار و رقابت با HTC Butterfly این گوشی معرفی شد که شاید بشه گفت از لحاظ سخت افزاری ضعیفه,-1,39
1990,و دیگر مردم هم این گوشی ها رو خرید نمیکنن,-1,10
1991,کانن LiDE ۱۰۰ اولین از سری LiDE اسکنرهای کانن می باشد که پس از آن نیز LiDE ۲۰۰ و LiDE۷۰۰F موجود می باشند,0,25
1992,از مشخصاتش معلومه که گوشیه خوبیه,1,6
1993,همان لبه های منحنی و همان کلید دایره ای Home در قسمت پایین و البته نهایتا همان صفحه نمایش رتینای دوست داشتنی البته کمی بزرگ تر,1,26
1994,فقط همین,0,2
1995,دلیل دیگر را هم می توان در لنز بسیار واید دید که نزدیک به ۱۸۰ درجه را پوشش می دهد و عملا نیازی به کادر بندی دقیق نیست,0,28
1996,روی این دستگاه تا حدودی شلوغ بوده و تعداد زیادی کلید وجود دارد,-1,13
1997,آخر به کجا کشیده میشه,0,5
1998,ولی میتوان با این قیمت یکی دیگر از اعضای خانواده اکسپریا را خرید اکسپریا U که از لحاظ سخت افزاری واقعا با این گوشی قابل قیاس نیست,0,27
1999,xbox ۳۶۰ تا کنون در ۴ مدل با خصوصیات ظاهری و متعلقات همراه متفاوت تولید و عرضه شده است با معرفی انواع مدلهای xbox ۳۶۰ شاید دیگر بدون نگاه کردن به نام مدل از روی کارتن بتوانید تشخیص دهید با چه ایکس باکسی روبرو هستید,0,44
2000,این گوشی عالیه فقط منتظریم بیاد,2,6
2001,کیفیت تا ۲۰٪درصد بهبود داشته و مشکل لقی تیکه پایینی نوار اکریلیکی که بعد از یک یا دو بار زمین خوردن ممکن بود خراب بشه هم حل شده از همه مهم تر اینه که شما میتونی مموری کارت بهش وصل کنی گوشی بازها میدونن ۱۶گیگ برای این گوشی ها چیزی نیست باطری هم ۲۰۰ مگا هرتز تقویت شده که به نظر خودم خیلی حالت اماده باش گوشی زیاد شده استند بای که هر ۱۰ساعت ۳ یا ۴ درصد کم میکنه سونی با به کار گیری نصل جدید باطری و شارژر ۸۵۰ مگا امپری به جنگ زمان زیاد برای شارژ رفته این گوشی با رکورد یک ساعت چهل و هفت دقیقه فول شارژ میشه که یه مزیت فوق العادست دوربین هم تفاوتی نداره کیفیت صدای مکالمه عالی صدای موسیقی دو گوشی با هم برابره,1,136
2002,سلام به همۀ دست اندرکاران دیجی کالا انصافا خسته نباشید,0,10
2003,کیفیت عملکرد واقعی ممکن است بسته به مشخصات فنی مدل ها و محدودیت های سخت افزاری متفاوت باشد,0,18
2004,در آینده و با ورود این محصول به بازار سعی می کنیم اطلاعات بیشتری را از آن ارایه کنیم,0,19
2005,شرکت مایکروسافت برای آگاهی کاربر از فعال بودن دسته ی بی سیم قابلیت جالبی را در کنسول ۳۶۰XBOX تعبیه کرده است,1,21
2006,تنها روشی که برای حل این مشکل پیشنهاد شده روت کردن دستگاه و نصب نرم افزار وای فای ایکس است که البته با این کار دیگر شامل گارانتی نمی شود,0,30
2007,به لطف پردازنده چهار هسته ای ۱٫۷ گیگا هرتزی One X Plus محیط رابط کاربری بی نهایت روان است و کوچک ترین کاهش سرعتی در حین کار کردن با گوشی احساس نخواهید کرد,2,32
2008,سلام,0,1
2009,لازم به ذکر است که صفحه کلید ۴۵۴۰s در برابر نفوذ مایعات مقاوم است,1,15
2010,اولین بار است که مارک وسترن دیجیتال رو خریدم و منو کاملا راضی کرد,2,14
2011,در واقع زمان خیلی کمی برای گرفتن یک عکس و سپس عکس بعدی ورود و خروج به برنامه ی دوربین و سویچ بین مود دوربین عکاسی و دوربین فیلم برداری لازم است,1,32
2012,لازم به ذکر است که ایسوس دلیل اصلی قرار دادن این نوار پلاستیکی را بهبود کیفیت Wi Fi و GPS دستگاه اعلام کرده است,0,23
2013,در ضمن یک دوربین ۲ مگاپیکسلی نیز برای انجام مکالمات تصویری وجود دارد که برای این منظور بسیار مناسب و با کیفیت است,2,23
2014,اما ویندوز Pro تمامی برنامه هایی که تا به حال برای ویندوز نوشته شده است را پشتیبانی و اجرا می نماید چرا که بر مبنای پردازنده های ۳۲ و ۶۴ بیتی Intel و AMD ساخته شده است,1,33
2015,نقاط قوت باریک بودن ۹٫۴ وزن کم ۱۰۰G پردازنده قوی قابلیت اپدیت به اندروید۴ نمایشگر قوی و تراکم پیکسلی بالا دوربین عالی ۸مگاپیکسل و فیلمبرداریHDنقاط ضعف کیفیت صدای پایین پخش نکردن DIVX به نظر من حتما بخریدش من که از خریدنم پشیمون نشدم تو خریدنش شک نکنین,1,48
2016,حافظه داخلی Galaxy Grand Duos ۸ گیگابایت می باشد که با وجود پشتیبانی این گوشی از کارت حافظه microSD می توان آنرا تا ۶۴ گیگابایت دیگر افزایش داد,1,28
2017,به جرأت میشه گفت یه غول به تمام معنا,1,9
2018,این جدید ترین آپدیته مربوط به تاریخ۲۰۱۲٫۰۸٫۲۰,0,12
2019,دربارۀ سرعت این هارد باید بگم که بی تردید در حدی که در تبلیغات اومده نیست ولی سرعتش حتی از تبلیغات خیلی از شرکتهای دیگه بالاتره,1,26
2020,خیلی بهتر از ps۳ و wii بهتره,2,7
2021,سلام من الان دارم با این گوشی متن رو می نویسم امروز دستم رسید رنگ مشکی از دیجی کالا خریدم فوق العادست صفحه نمایش عالی اندازه بزرگو باریک و عالی تاج منو هاش با نیم ساعت کار کردن یاد میگیری و مشکلی نداره,2,43
2022,این میزان تراکم پیکسلی بر روی تبلت های ۱۰٫۱ اینچی مقدار استانداردی است و برای انجام کارهای مختلف بسیار مناسب است,1,22
2023,اما با همه این اوصاف بجز وجود برنامه های محدود برای نسخه RT از سیستم عامل ویندوز نمی توان ایراد عمده دیگری به این دستگاه وارد نمود و پیش بینی ما این است که تبلت Surface Pro با وجود پشتیبانی ویندوز ۸ پرو از تمامی برنامه های ویندوز های پیشین توفیق زیادی را عاید مایکروسافت نماید,1,56
2024,که من حدود ۵۰ تا نصب کردم,0,7
2025,امیدوارم این بلا سر هیچ کسی نیاد,-1,7
2026,سیستم عامل محصولات اپل بازی ها و برنامه های فوق العاده ای داره و اندروید هم همینطور اما شاید اندروید با اومدن سیستم عامل ویندوز از یاد بره اما سیستم عامل اپل همیشه یک سیستم عامل محبوب خواهد ماند,0,38
2027,ولی با این حال من ازش راضیم خصوصا باتریش که حرف نداره و باکار مداوم یه روز و با کاربری استاندارد راحت دو روز جواب میده,2,26
2028,همچنین قرار است شرکت مایکروسافت یک درایو نوری خارجی با قابلیت پشتیبانی از فرمت HD DVD ارایه نماید,0,18
2029,پردازشگر قدرتمند IBM PowerPC ۳ cores ۳٫۲ GHz به همراه پردازنده ی گرافیکی Xenos رم ۵۱۲ GDDR۳ و کارت گرافیک ATI که مخصوص Xbox طراحی شده تلفیقی از قدرت و سرعت پردازش مناسب و گرافیک عالی را به وجود می آورد که برای هم برای کاربران عادی و هم گیمرهای حرفه ای مناسب است,2,54
2030,البته نبود فلاش واسه دوربینش ضعفه,-1,6
2031,در زیر دستگاه دو بلندگوی استریو تعبیه شده اند که صدای بسیار خوبی را تولید می کنند,2,16
2032,ولی بعد از خرید چنان شگفت زده شدم که به اطلاعاتی که قبلا از این گوشی داشتم شک کردم که اگه اون اطلاعات هست پس این گوشی چیه,0,27
2033,اس ۲ آخرشه حتی از اس۳ کارایی دل پسندتری داره,1,10
2034,پردازنده ی XBOX ۳۶۰ با بهره گیری از فن آوری ۹۰ نانومتری طراحی شده و از ۱۶۵ میلیون ترانزیستور بهره می برد,0,22
2035,این دوربین از یک هندی کم سونی با قیمت خیلی بالاتر چیزی کم نداره هم عکس خوبی میگیره و هم فیلم عالی حتی زوم اپتیکالش هم از هندی کم ها بیشتره,2,31
2036,به نظر من با قیمتی که در مقایسه با آیفون ۵ می پردازین و داشتن صفحه ای کاملا از همه نظر برابر با آیفون ۵ دستیار صوتی سیری,0,28
2037,اگرچه به نظر از نظر سخت افزاری و مشخصات فنی تغییرات خاص و محسوسی در این مدل نسبت به مدل قبلی یعنی HX۱۰۰V اعمال نشده است اما به نظر می رساند تغییرات نرم افزاری مطلوبی به آن افزوده شده باشد,1,39
2038,که باز هم فصل الختام این داستان در ید توانای برنامه نویسان و توسعه دهندگان است,0,16
2039,این دوربین ها هرچند که از جهات زیادی به دوربین های Bridge یا DSLR Like شباهت دارند ولی با ابعاد ۱۲۲X۸۷X۹۳ میلی متر و وزن ۵۸۰ گرم دوربینی کامپکت و سوپرزوم محسوب می شوند,0,38
2040,پول یک گوشی موبایل در حد معمولیه,0,7
2041,تصاویر گرفته شده با این وب کم از کیفیت رضایت بخشی برخوردارند,1,12
2042,روی ۴٫۱٫۲ همه بازی ها اجرا میشن رمش هم روی اندروید ۴٫۱ راحت دویست مگابایت خالی میشه,1,17
2043,پیچ تنظیم شوتینگ مودها هم مثل مدل های پیشین رو به عقب ساخته شده ولی طراحی آن خیلی تمیز تر می باشد و احساس نمی کنیم که گویی آن قسمت از دوربین بر اثر گرما ذوب شده باشد,1,37
2044,عدد ۳۶۰ با توجه به لگوی رسمی کنسول می تواند واحد درجه داشته باشد که می خواهد مفهوم دربرگیرنده را برای کاربر خود القا کند,0,23
2045,۲ میگن پیکسل صفحه ۱۰۲۴ ۷۶۸ هست,0,7
2046,شک نکنید,1,2
2047,عدم پشتیبانی از حافظه جانبی مشکل چندان مهمی نیست و نسبت سایر قابلیت ها زیاد به چشم نمی یاد,0,19
2048,در ضمن از لحاظ لمس هم بسیار عالی عمل میکنه و اصلا قابل مقایسه با C۷ دوستم نیست,2,18
2049,یک پورت USB ۲٫۰ یک پورت ترکیبی ورودی و خروجی صوتی و درایو نوری نیز در سمت راست نوت بوک تعبیه شده اند,0,22
2050,در مجموع اگر که میخواهید گوشی ای برای ۴ یا ۵ سال داشته باشید که قدیمی نشه ساپورت بشه برنامه های متنوع و با کیفیت بالا داشته باشه این گوشی رو از دست ندید,1,33
2051,در قلب این تبلت پردازنده دو هسته ای TI OMAP ۴۴۳۰ با فرکانس یک گیگاهرتز به همراه یک گیگابایت حافظه RAM قرار دارد,0,23
2052,تبلت بسیار عالی و خوش دستیه من خودم ۵ ماهی دارمش از همین سایتم خریدم کیفیت بسیار بالا تو ساختش استفاده شده تو اجرای برنامه ها کم نمیاره عکسای خوبی با اینکه دوربینه پایینی داره میشه باهاش گرفت هرکی میخواد بخره شک نکنه دستگاه خوبیه,2,45
2053,خوب Hero به طرز شگفت انگیزی کوچک و سبک وزن است,1,11
2054,همچنین یک دوربین با کیفیت VGA نیز برای انجام مکالمات تصویری در قسمت جلویی گوشی تعبیه شده است,0,17
2055,با خرید کینکت اوج لذت رو از بازی های Dance Central و Kinect Sports میشه به خانه اورد,1,18
2056,پردازنده نوت۲ چهار هسته ای هست ولی تو همه جا ثابت شده که پردازنده ایفون۵ از همه پرسرعت تره,1,19
2057,گوشیه مناسب و خوش دستیه و مهمتر اینکه هر دو سیمکارتش همزمان فعال هست,1,14
2058,با استفاده از این مود می توانید عکس های سه بعدی بگیرید و سپس آن ها را بر روی تلوزیون های سه بعدی مشاهده کنید,0,25
2059,صفحه نمایش موجود بر روی این گوشی یک صفحه نمایش ۵ اینچی لمسی خازنی از نوع LCD می باشد که قادر است ۱۶ میلیون رنگ را نمایش دهد,0,28
2060,یه کم این کنسول جدیداش نسبت به قبلیاش لنزشون ضعیفتره که مشکلی نیست البته,1,14
2061,بیشترین کاربرد این قلم در هنگام کار با برنامه Memo می باشد,0,12
2062,دوربینش ۲۰است,0,3
2063,معایب از نظر من کیفیت پایین تصویر کیفیت ساخت نا مناسب رابط کاربری نا مناسب,-1,15
2064,HP LaserJet P۱۱۰۲ مدل جدید پرینتر تک رنگ لیزری این شرکت از سری سطح مبتدی است که توانایی ارایه ی کیفیت خیلی خوب به همراه سرعت بالا دارد,1,29
2065,نهایتا بر روی قاب پشتی گوشی نیز دوربین به همراه فلاش و یک بلندگو به چشم می خورند,0,18
2066,و اینو بیشتر از ایفون پسندیدم,0,6
